,SeqId,Count
299,2700-56,2
300,3364-76,1
301,11851-21,1
302,4413-3,1
303,15594-47,8
304,13495-48,3
305,25244-9,1
306,23253-5,5
307,18185-118,2
308,14318-1,1
309,21864-20,1
310,15326-64,2
311,20075-130,2
312,11405-150,2
313,5725-1,1
314,8021-59,2
315,8462-18,1
316,4916-2,1
317,7015-8,3
318,6391-52,1
319,8264-43,5
320,10040-63,5
321,22486-58,2
322,12461-8,2
323,21321-2,2
324,23349-5,4
325,3004-67,2
326,9506-10,1
327,22047-46,1
328,14759-149,1
329,8480-29,1
330,2585-2,4
331,19545-145,1
332,17812-2,1
333,14031-18,1
334,3581-53,4
335,9836-20,3
336,18830-1,2
337,21883-17,1
338,21720-13,2
339,21329-66,1
340,21706-29,1
341,20398-60,4
342,4314-12,1
343,21685-29,1
344,4162-54,1
345,18253-8,1
346,11067-13,1
347,2816-50,1
348,4546-27,1
349,21764-99,4
350,2826-53,1
351,6393-63,2
352,9590-10,1
353,4964-67,1
354,19130-81,2
355,12077-32,1
356,5637-81,1
357,19257-11,1
358,4541-49,1
359,25964-12,1
360,21247-16,1
361,3122-6,2
362,2602-2,1
363,6504-65,1
364,21995-20,3
365,2705-5,1
366,23567-37,1
367,10015-119,1
368,16908-5,1
369,13486-9,1
370,10851-77,2
371,12382-2,3
372,11647-6,1
373,9076-25,1
374,23413-38,3
375,17329-2,1
376,17510-7,1
377,25499-37,3
378,16593-3,1
379,10754-113,1
380,3445-53,1
381,5581-28,2
382,10815-2,1
383,16614-27,3
384,13690-26,2
385,5854-60,1
386,13660-76,2
387,7186-111,1
388,6086-15,1
389,8759-29,2
390,21403-39,1
391,2190-55,2
392,5620-13,1
393,14022-17,1
394,5654-70,1
395,3730-81,1
396,24640-63,1
397,13459-30,1
398,3198-4,1
399,23342-4,1
400,6257-56,1
401,18336-31,1
402,13727-44,2
403,15432-1,1
404,21957-12,1
405,6471-53,2
406,15480-2,1
407,5410-53,2
408,9021-1,3
409,11126-102,1
410,25301-48,1
411,4549-78,1
412,6247-9,1
413,3396-54,2
414,6373-54,1
415,7198-197,1
416,12881-17,1
417,11160-56,1
418,7813-6,2
419,5825-49,1
420,15514-26,1
421,9212-22,1
422,4673-13,1
423,19236-24,1
424,6706-18,1
425,8039-41,1
426,3196-6,1
427,8418-30,1
428,21238-40,1
429,19190-4,1
