,SeqId,Count
158,13704-5,3
159,7206-20,4
160,6621-10,3
161,21771-47,2
162,21537-33,2
163,7965-25,6
164,8325-37,1
165,6408-2,3
166,3336-50,4
167,20968-22,2
168,3044-3,1
169,10615-18,9
170,13727-44,4
171,18398-1,4
172,21321-2,5
173,21967-20,8
174,4125-52,4
175,8957-72,1
176,6209-2,6
177,22783-40,2
178,21310-37,1
179,3366-51,4
180,23661-61,3
181,12777-11,6
182,5637-81,4
183,12854-3,6
184,2670-67,4
185,8086-49,3
186,4763-31,1
187,13507-51,1
188,24440-11,1
189,18397-5,3
190,6315-58,4
191,5792-8,3
192,3898-5,2
193,4158-54,16
194,5036-50,6
195,20590-13,11
196,8469-41,3
197,23625-44,2
198,18873-8,3
199,2768-56,4
200,9970-7,1
201,6471-53,2
202,12538-19,1
203,3284-75,2
204,9876-20,4
205,13516-46,1
206,8429-16,2
207,15480-2,2
208,6423-66,7
209,22479-64,1
210,2677-1,1
211,10040-63,3
212,20593-10,1
213,5728-60,13
214,23580-2,2
215,21306-7,2
216,3339-33,10
217,3305-6,4
218,14011-17,7
219,2774-10,2
220,15486-126,2
221,15374-15,2
222,16927-9,1
223,4876-32,3
224,6631-17,3
225,19823-75,6
226,9713-67,7
227,9898-161,1
228,5598-3,16
229,14294-61,1
230,9372-157,1
231,12572-236,2
232,21392-15,2
233,14245-195,1
234,8470-213,1
235,3232-28,2
236,8262-20,1
237,9204-33,1
238,25086-83,1
239,8760-10,5
240,19819-7,4
241,3213-65,3
242,12394-53,1
243,13717-15,3
244,13731-14,4
245,7871-16,2
246,3364-76,5
247,13473-55,1
248,2567-5,1
249,13495-48,1
250,10833-64,1
251,24937-7,2
252,19751-21,2
253,3343-1,3
254,3730-81,2
255,8923-94,2
256,25912-131,1
257,13720-95,3
258,12527-50,3
259,4983-6,1
260,23007-8,4
261,4153-11,3
262,3803-10,1
263,9979-13,1
264,22468-54,1
265,3122-6,1
266,5716-49,1
267,15617-8,1
268,3505-6,4
269,25255-4,3
270,3581-53,9
271,3069-52,1
272,23369-17,1
273,13112-179,3
274,23305-38,1
275,5738-25,1
276,14125-5,1
277,6941-11,1
278,19606-28,1
279,15594-47,1
280,14073-31,1
281,4922-13,1
282,12644-63,2
283,4866-59,2
284,4237-70,1
285,3814-63,2
286,11278-4,1
287,11370-20,1
288,6064-4,2
289,20584-4,1
290,6104-1,1
291,3388-58,1
292,4535-50,3
293,5680-54,1
294,5801-72,1
295,11313-100,1
296,2714-78,1
297,13733-5,1
298,8246-9,1
299,15522-2,1
300,22797-20,1
301,4534-10,2
302,4914-10,2
303,23424-4,1
304,19272-9,2
305,9185-15,1
306,16908-5,1
307,18935-14,1
308,18286-3,1
309,10565-19,1
310,23620-16,1
311,3029-52,1
312,9278-9,3
313,22564-5,1
314,10435-2,2
315,8074-32,1
316,18253-8,1
317,23699-61,1
318,19558-10,1
319,15426-5,1
320,6383-90,1
321,22155-44,2
322,11208-15,1
323,21804-15,1
324,18178-13,1
325,2952-75,1
326,23524-2,1
327,25126-19,1
328,8601-167,1
329,3221-54,1
330,3400-49,1
331,23253-5,1
332,14078-69,2
333,13658-31,1
334,2573-20,1
335,23622-128,2
336,6434-18,1
337,7927-16,1
338,7015-8,2
339,7721-81,1
340,17828-3,1
341,3506-49,1
342,3079-62,1
343,14148-2,1
344,9545-156,1
