,SeqId,Count
354,5036-50,1
355,24027-32,1
356,10396-6,1
357,21995-20,1
358,10085-25,1
359,12538-19,1
360,24217-2,1
361,7779-86,1
362,11391-69,1
363,22564-5,1
364,25126-19,4
365,7926-13,1
366,15486-126,1
367,13112-179,1
368,15455-40,1
369,11696-7,1
370,6920-1,1
