,SeqId,Count
0,4535-50,67
1,12849-25,61
2,5476-66,58
3,6897-38,70
4,5087-5,79
5,15526-33,45
6,21143-10,62
7,5934-1,64
8,15324-58,66
9,13055-53,32
10,12518-289,41
11,20087-3,67
12,21441-20,10
13,19141-22,73
14,13738-8,27
15,25964-12,66
16,4234-8,74
17,14148-2,10
18,19193-18,6
19,23200-25,45
20,25452-16,67
21,8233-2,33
22,9370-69,73
23,20411-52,22
24,20593-10,2
25,5792-8,9
26,3592-4,1
27,11214-40,7
28,15368-3,6
29,25057-2,38
30,7127-3,11
31,16863-47,1
32,21957-12,25
33,9456-34,65
34,21828-6,24
35,23007-8,4
36,5636-10,45
37,3538-26,2
38,3399-31,58
39,2770-51,13
40,6408-2,9
41,22506-25,19
42,3415-61,35
43,13447-42,1
44,13097-11,17
45,23625-44,18
46,3232-28,12
47,15455-40,14
48,2734-49,53
49,7147-35,13
50,4982-54,29
51,8601-167,24
52,4155-3,37
53,11380-84,2
54,11313-100,19
55,4126-22,23
56,3311-27,46
57,2429-27,20
58,15698-6,36
59,25244-9,1
60,14254-27,3
61,24457-12,6
62,19273-3,11
63,2826-53,18
64,20427-18,21
65,3388-58,34
66,4541-49,42
67,23524-2,22
68,7999-23,1
69,3504-58,11
70,23162-36,1
71,13701-2,13
72,20103-176,28
73,7849-3,15
74,25459-3,35
75,3175-51,26
76,17758-79,2
77,6409-57,31
78,10854-15,12
79,5688-65,30
80,25126-19,9
81,3581-53,35
82,7810-20,50
83,6649-51,1
84,15607-56,14
85,11118-107,7
86,3041-55,18
87,7015-8,9
88,5691-2,24
89,18938-3,1
90,18866-8,2
91,4413-3,33
92,3505-6,39
93,11203-97,6
94,3506-49,13
95,21764-99,23
96,14245-195,6
97,22033-7,5
98,6631-17,14
99,9954-2,2
100,23327-1,23
101,23588-9,45
102,19247-1,1
103,3299-29,12
104,9267-2,8
105,3636-37,4
106,8589-13,18
107,4909-68,1
108,20423-40,7
109,14038-130,12
110,21676-17,22
111,2571-12,13
112,15446-25,1
