,SeqId,Count
0,20087-3,79
1,5476-66,80
2,24457-12,80
3,2597-8,25
4,8957-72,42
5,25452-16,36
6,19141-22,67
7,5636-10,36
8,21501-30,70
9,11177-16,69
10,21957-12,14
11,7810-20,67
12,12881-17,35
13,20103-176,75
14,10382-1,44
15,8469-41,15
16,25459-3,58
17,23767-1,7
18,10615-18,8
19,13447-42,80
20,15594-47,30
21,18242-8,11
22,20458-22,3
23,22074-35,5
24,9370-69,46
25,5000-52,10
26,21308-44,1
27,18166-4,32
28,14110-200,5
29,21321-2,31
30,8601-167,1
31,23327-1,31
32,2570-72,3
33,8819-3,8
34,23210-4,12
35,14068-29,5
36,3805-16,42
37,9456-34,11
38,21771-47,33
39,6379-62,29
40,4126-22,22
41,14011-17,70
42,12568-14,14
43,22496-21,10
44,6383-90,3
45,13727-44,6
46,15606-19,64
47,10565-19,36
48,13678-169,12
49,13492-44,14
50,3046-31,4
51,14318-1,51
52,13704-5,9
53,2436-49,21
54,8264-43,2
55,12446-49,35
56,6621-10,5
57,4467-49,25
58,19819-7,12
59,18943-4,4
60,20437-9,13
61,14337-1,16
62,18873-8,3
63,20939-113,9
64,2950-57,49
65,21348-22,38
66,23305-38,9
67,25948-18,41
68,11556-19,12
69,8967-6,37
70,6227-1,50
71,21967-20,7
72,12538-19,15
73,12518-289,50
74,4983-6,1
75,9545-156,6
76,3042-7,1
77,21828-6,20
78,5345-51,9
79,5722-78,30
80,23588-9,42
81,9207-60,25
82,9316-67,51
83,6897-38,34
84,15486-126,67
85,2211-9,34
86,5691-2,17
87,8760-10,16
88,4125-52,23
89,20398-60,10
90,17335-18,6
91,15522-2,4
92,11387-3,10
93,21764-99,19
94,7965-25,12
95,6064-4,3
96,3323-37,6
97,15455-40,27
98,5617-41,1
99,18336-31,2
100,18178-13,7
101,3636-37,9
102,6209-2,49
103,21940-12,7
104,11814-29,6
105,5400-52,2
106,23699-61,1
107,20584-4,12
108,3714-49,32
109,7871-16,3
110,3364-76,17
111,8589-13,31
112,11126-102,4
113,5725-1,2
114,18265-18,16
115,3196-6,11
116,16915-153,3
117,5337-64,1
118,22479-64,10
119,9898-161,9
120,4991-12,40
121,25087-11,1
122,6947-4,5
123,8969-49,11
124,4141-79,6
125,15368-3,17
126,13741-36,20
127,8304-50,12
128,23369-17,23
129,9204-33,5
130,19824-3,3
131,24937-7,6
132,12041-33,2
133,16763-11,5
134,3339-33,14
135,4234-8,18
136,3198-4,7
137,13720-95,8
138,13733-5,2
