,SeqId,Count
354,15432-1,2
355,6900-30,2
356,4324-33,1
357,4996-66,1
358,4914-10,2
359,23622-128,1
360,8983-7,1
361,13042-7,1
362,8428-102,1
363,3623-84,2
364,20521-83,1
365,14186-13,1
366,20593-10,2
367,13435-31,1
368,23544-10,1
369,23336-2,1
370,15481-45,1
371,23580-2,1
372,6260-14,1
373,20187-10,1
374,9267-2,1
375,4328-2,2
376,4922-13,2
377,3067-67,1
378,18832-65,1
379,19561-216,3
380,24926-9,1
381,21819-9,3
382,17828-3,1
383,5030-52,2
384,3169-70,2
385,21141-9,2
386,17791-25,1
387,10040-63,1
388,2734-49,1
389,19584-33,1
390,4909-68,1
391,7928-183,1
392,17153-46,1
393,22033-7,1
394,3837-6,1
395,16322-10,1
396,23274-27,1
397,18398-1,1
398,8969-49,2
399,3059-50,1
400,3505-6,1
401,5339-49,1
402,12768-3,3
403,23176-17,1
404,20526-3,1
405,13631-1,1
406,22989-24,1
407,14318-1,1
408,7965-25,1
409,7161-25,1
410,14237-1,1
411,9942-2,1
412,9819-110,1
413,8337-65,2
414,5063-12,1
415,10575-31,1
416,20217-26,1
417,12759-47,1
418,6296-36,1
419,6291-55,1
420,12988-49,1
421,6077-63,1
422,9021-1,1
423,6557-50,1
424,23625-44,1
