,SeqId,Count
354,6104-1,1
355,15626-223,1
356,23519-91,2
357,8252-2,1
358,20411-52,2
359,19751-21,4
360,5954-62,1
361,21676-17,1
362,13690-26,2
363,15368-3,2
364,4324-33,1
365,24286-48,2
366,24307-22,4
367,9876-20,2
368,22033-7,2
369,8923-94,1
370,11481-25,3
371,23580-2,1
372,23544-10,1
373,24921-73,1
374,12735-39,2
375,3346-72,1
376,18196-8,1
377,2640-3,1
378,20187-10,1
379,3623-84,1
380,3449-58,1
381,7885-17,1
382,4436-1,1
383,3457-57,2
384,6645-53,1
385,12041-33,1
386,15515-2,1
387,14086-11,1
388,5178-5,2
389,4234-8,1
390,7928-183,1
391,13727-44,1
392,23625-44,2
393,8009-121,1
394,13553-4,1
395,19193-18,1
396,4916-2,1
397,2681-23,2
398,5722-78,1
399,14227-21,1
400,8360-169,1
401,4922-13,1
402,12014-19,3
403,2763-66,2
404,8231-122,1
405,7955-195,1
406,23156-146,1
407,15633-6,1
408,3069-52,1
409,13678-169,1
410,10451-11,1
411,4151-6,1
412,9077-10,1
413,22961-7,1
414,13486-9,1
415,15603-20,1
416,22395-7,1
417,23007-8,1
418,5255-22,1
419,3898-5,1
420,24909-40,1
